Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
FLXN,"Flexion Therapeutics, Inc.",18.44,507605606,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.04,40032050,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,50.8,12700051,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.06,32481024,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,25.9,1295026,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset
ESGG,FlexShares STOXX Global ESG Impact Index Fund,79.58,7958080,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgg
ESG,FlexShares STOXX US ESG Impact Index Fund,53.31,5331053,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esg
QLC,FlexShares US Quality Large Cap Index Fund,28.1,7025028,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qlc
FPAY,"FlexShopper, Inc.",5.5,28794744,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/fpay
FLXS,"Flexsteel Industries, Inc.",54.22,421523034,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/flxs
FLIR,"FLIR Systems, Inc.",34.69,4722346925,n/a,1993,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/flir
FLDM,Fluidigm Corporation,6.6,192179724,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,27.9,798455955,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffic
FOMX,Foamix Pharmaceuticals Ltd.,10.21,373679843,n/a,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/fomx
FOGO,"Fogo de Chao, Inc.",14.1,396573117,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
FONR,Fonar Corporation,19.8,124457315,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
FH,FORM Holdings Corp.,2.2,34770738,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fh
FORM,"FormFactor, Inc.",11.6,820695000,n/a,2003,Technology,Semiconductors,http://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,38.22,7608111,199061,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",40.5,737829000,n/a,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/forr
FRTA,"Forterra, Inc.",19.47,1244646502,n/a,2016,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/frta
FTNT,"Fortinet, Inc.",32.32,5592636575,n/a,2009,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ftnt
FBIO,"Fortress Biotech, Inc.",2.25,109968946,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
FWRD,Forward Air Corporation,49.21,1502037863,n/a,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",1.1788,10350842,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/ford
FWP,Forward Pharma A/S,30.76,353256607,11484285,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fwp
FOSL,"Fossil Group, Inc.",24.82,1194660837,n/a,1993,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/fosl
FMI,"Foundation Medicine, Inc.",18.6,652089365,n/a,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/fmi
FOXF,Fox Factory Holding Corp.,26.4,973135786,n/a,2013,Consumer Non-Durables,Motor Vehicles,http://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,18,680070672,n/a,2011,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",39.2,1815175286,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/fele
FRED,"Fred&#39;s, Inc.",15.59,583373747,n/a,1992,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/fred
RAIL,"Freightcar America, Inc.",14.73,182427073,n/a,2005,Capital Goods,Railroads,http://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",11.15,97335954,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/feim
FRPT,"Freshpet, Inc.",10.65,360434926,n/a,2014,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/frpt
FTEO,"FRONTEO, Inc.",15,1284600,85640,2013,n/a,n/a,http://www.nasdaq.com/symbol/fteo
FTR,Frontier Communications Corporation,3.49,4093864230,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
FTRPR,Frontier Communications Corporation,73.1,0,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftrpr
FRPH,"FRP Holdings, Inc.",37.75,373023416,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/frph
FSBW,"FS Bancorp, Inc.",35.38,108183301,n/a,2012,Finance,Banks,http://www.nasdaq.com/symbol/fsbw
FSBC,"FSB Bancorp, Inc.",14.09,27358384,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsbc
FTD,"FTD Companies, Inc.",22.6,615207143,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ftd
FTEK,"Fuel Tech, Inc.",1.23,28838623,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",1.7,68453808,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/fcel
FLGT,"Fulgent Genetics, Inc.",13.23,233856867,n/a,2016,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/flgt
FORK,Fuling Global Inc.,2.4,37758708,n/a,2015,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/fork
FLL,"Full House Resorts, Inc.",2.32,53046714,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/fll
FULT,Fulton Financial Corporation,18.1,3136205100,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fult
FNCX,Function(x) Inc.,2.05,6609542,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fncx
FSNN,"Fusion Telecommunications International, Inc.",1.49,26913690,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/fsnn
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.1,1714453,n/a,2006,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ffhl
FXCM,FXCM Inc.,7.85,43980088,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fxcm
GK,"G&K Services, Inc.",96.72,1907516773,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/gk
WILC,"G. Willi-Food International,  Ltd.",6.56,86860389,n/a,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/wilc
MOGLC,Gabelli NextShares Trust,100.01,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/moglc
GAIA,"Gaia, Inc.",8.75,132519896,n/a,1999,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/gaia
GLPG,Galapagos NV,65.95,617249396,9359354,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glpg
